Convoluting,Convoluted
Pitting,Pitted
Presignifying,Presignified
Individuating,Individuated
Detaining,Detained
Babbitting,Babbitted
Oaring,Oared
Counterweighing,Counterweighed
Reddening,Reddened
Flanging,Flanged
Bundling,Bundled
Wallowing,Wallowed
Shranking,Shranked
Intussuscepting,Intussuscepted
Walloping,Walloped
Flue-curing,Flue-cured
Rambling,Rambled
Yelping,Yelped
Bulwarking,Bulwarked
Mispleding,Mispled
Jabbing,Jabbed
Intreating,Intreated
Yelling,Yelled
Paroling,Paroled
Ejaculating,Ejaculated
Hitching,Hitched
Sleeting,Sleeted
Sleeping,Slept
Signalizing,Signalized
Hating,Hated
Muzzling,Muzzled
Hoovering,Hoovered
Violating,Violated
Caddying,Caddied
Sniping,Sniped
Tweeting,Tweeted
Whipsawing,Whipsawed
Rankling,Rankled
Doublechecking,Doublechecked
Priding,Prided
Shellacking,Shellacked
Merchanting,Merchanted
Derogating,Derogated
Conjecturing,Conjectured
Risking,Risked
Dispensing,Dispensed
Rising,Rose
Lurking,Lurked
Abreacting,Abreacted
Adumbrating,Adumbrated
Disfranchising,Disfranchised
Jacking,Jacked
Everting,Everted
Encountering,Encountered
Schooling,Schooled
Parroting,Parroted
Conceiving,Conceived
Enjoying,Enjoyed
Fricasseeing,Fricasseed
Overdoing,Overdid
Bicycling,Bicycled
Intercutting,Intercut
Directing,Directed
Snafuing,Snafued
Loudening,Loudened
Nailing,Nailed
Scrutinizing,Scrutinized
Persuading,Persuaded
Channelizing,Channelized
Enouncing,Enounced
Bluing,Blued
Hiding,Hid
Conducing,Conduced
Blubbing,Blubbed
Worsening,Worsened
Introspecting,Introspected
Poisoning,Poisoned
Insinuating,Insinuated
Indorsing,Indorsed
Jaundicing,Jaundiced
Tetanizing,Tetanized
Foreknowing,Foreknew
Dehydrogenizing,Dehydrogenized
Jampacking,Jampacked
Metamorphosing,Metamorphosed
Acidifying,Acidified
Punching,Punched
Superannuating,Superannuated
Verbifying,Verbified
Ravishing,Ravished
Auctioning,Auctioned
Deoxidizing,Deoxidized
Ridiculing,Ridiculed
Culminating,Culminated
Outpacing,Outpaced
Precising,Precised
Lignifying,Lignified
Leavening,Leavened
Interspersing,Interspersed
Straying,Strayed
Strawing,Strawed
Strapping,Strapped
Descaling,Descaled
Woulding,Woulded
Pigeonholing,Pigeonholed
Interlacing,Interlaced
Racketeering,Racketeered
Underpropping,Underpropped
Swingeing,Swinged
Spiking,Spiked
Overliving,Overlived
Prevuing,Prevued
Breathing,Breathed
Blathering,Blathered
Sabering,Sabered
Interpenetrating,Interpenetrated
Musing,Mused
Typifying,Typified
Phoning,Phoned
Kippering,Kippered
Masticating,Masticated
Adjourning,Adjourned
Moiling,Moiled
Pouching,Pouched
,
Shooting,Shot
Daffing,Daffed
Hutching,Hutched
Joining,Joined
Micturating,Micturated
Outgaining,Outgained
Declassifying,Declassified
Tissuing,Tissued
Installing,Installed
Salvaging,Salvaged
Aggrandizing,Aggrandized
Quarrelling,Quarrelled
Defiling,Defiled
Loosening,Loosened
Jumbling,Jumbled
Attracting,Attracted
Calving,Calved
Guaranteeing,Guaranteed
Colluding,Colluded
Ending,Ended
Bunging,Bunged
Striding,Strode
Bunking,Bunked
Slaloming,Slalomed
Shredding,Shredded
Enquiring,Enquired
Bunting,Bunted
Gating,Gated
Bludging,Bludged
Raffling,Raffled
Moistening,Moistened
Unhorsing,Unhorsed
Befogging,Befogged
Mispronouncing,Mispronounced
Undercapitalizing,Undercapitalized
Messing,Messed
Famishing,Famished
Lumping,Lumped
Whittling,Whittled
Meshing,Meshed
Parallelling,Parallelled
Derequisitioning,Derequisitioned
Hedgehopping,Hedgehopped
Spouting,Spouted
Arbitrating,Arbitrated
Patenting,Patented
Scouting,Scouted
Environing,Environed
Deepsixing,Deepsixed
Entering,Entered
Broidering,Broidered
Unsteadying,Unsteadied
Fettering,Fettered
Deforming,Deformed
Sprouting,Sprouted
Bleaching,Bleached
Reorienting,Reoriented
Outshining,Outshone
Up-anchoring,Up-anchored
Strangling,Strangled
Digesting,Digested
Overstepping,Overstepped
Insphering,Insphered
Thrusting,Thrust
Comprehending,Comprehended
Imping,Imped
Stranding,Stranded
Fading,Faded
Mistreating,Mistreated
Croqueting,Croqueted
Riffing,Riffed
Helving,Helved
Vandalizing,Vandalized
Vouchsafing,Vouchsafed
Uptilting,Uptilted
Plastering,Plastered
Roosting,Roosted
Depopulating,Depopulated
Manicuring,Manicured
Roosing,Roosed
Reelecting,Reelected
Glooming,Gloomed
Chucking,Chucked
Exploding,Exploded
Depluming,Deplumed
Affiliating,Affiliated
Dethroning,Dethroned
Consolidating,Consolidated
Disorienting,Disoriented
Refacing,Refaced
Disentwining,Disentwined
Unscrewing,Unscrewed
Waffling,Waffled
Truanting,Truanted
Clothing,Clothed
Pouncing,Pounced
Depressing,Depressed
Lairing,Laired
Recceing,Recced
Gobbing,Gobbed
Underbidding,Underbid
Intonating,Intonated
Laiking,Laiked
Proroguing,Prorogued
Providing,Provided
Associating,Associated
Railing,Railed
Freeing,Freed
Polarizing,Polarized
Streamlining,Streamlined
Constellating,Constellated
Pistolwhipping,Pistolwhipped
Fretting,Fretted
Sluffing,Sluffed
Filtering,Filtered
Aspiring,Aspired
Reciting,Recited
Mountebanking,Mountebanked
Re-counting,Recounted
Sporulating,Sporulated
Ranking,Ranked
Bushwhacking,Bushwhacked
Bombarding,Bombarded
Phantasying,Phantasied
Vaticinating,Vaticinated
Sobering,Sobered
Categorizing,Categorized
Nipping,Nipped
Topping,Topped
Towing,Towed
Totting,Totted
Overacting,Overacted
Straightening,Straightened
Bethinking,Bethought
Togging,Togged
Toeing,Toed
Murdering,Murdered
Overdrawing,Overdrew
Tooling,Tooled
Serving,Served
Punctuating,Punctuated
Embellishing,Embellished
Flimflamming,Flimflammed
Wrappeding,Wrappeded
Tooting,Tooted
Incurring,Incurred
Drooling,Drooled
Gelatinizing,Gelatinized
Pluralizing,Pluralized
Rampaging,Rampaged
Nominating,Nominated
Flaming,Flamed
Expostulating,Expostulated
Bearding,Bearded
Bridging,Bridged
Fashioning,Fashioned
Barbarizing,Barbarized
Ramming,Rammed
Tainting,Tainted
Shillyshallying,Shillyshallied
Ratting,Ratted
Rapping,Rapped
Protracting,Protracted
Gabbling,Gabbled
Spading,Spaded
Configuring,Configured
Relapsing,Relapsed
Snowing,Snowed
Hatching,Hatched
Clefting,Clefted
Snogging,Snogged
Hotdoging,Hotdoged
Predigesting,Predigested
Intellectualizing,Intellectualized
Benaming,Benempt
Auditioning,Auditioned
Coiffing,Coiffed
Coiling,Coiled
Coining,Coined
Glowing,Glowed
Whinging,Whinged
Extravagating,Extravagated
Interjecting,Interjected
Partitioning,Partitioned
Flowing,Flowed
Sulphurating,Sulphurated
Caterwauling,Caterwauled
Perorating,Perorated
Transpiring,Transpired
Outjockeying,Outjockeyed
Joy-riding,Joy-rided
Flogging,Flogged
Yanking,Yanked
Baiting,Baited
Inspiring,Inspired
Endearing,Endeared
Alighting,Alighted
Reorganizing,Reorganized
Queening,Queened
Skittering,Skittered
Duping,Duped
Geometrizing,Geometrized
Reissuing,Reissued
Radioing,Radioed
Drabbling,Drabbled
Chiacking,Chiacked
Earthing,Earthed
Peddling,Peddled
Bailing,Bailed
Spiting,Spited
Datelining,Datelined
Abjuring,Abjured
Overeating,Overate
Poussetting,Poussetted
Disgusting,Disgusted
Secondguessing,Secondguessed
Lodging,Lodged
Announcing,Announced
Caprioling,Caprioled
Waltzing,Waltzed
Watching,Watched
Baffling,Baffled
Overselling,Oversold
Despiting,Despited
Reporting,Reported
Reconstructing,Reconstructed
Incepting,Incepted
Unlatching,Unlatched
Hospitalizing,Hospitalized
Peroxiding,Peroxided
Erupting,Erupted
Disembroiling,Disembroiled
Ritualizing,Ritualized
Penancing,Penanced
Pummelling,Pummelled
Habiting,Habited
Wresting,Wrested
Liquoring,Liquored
Preordaining,Preordained
Resisting,Resisted
Pizing,Pized
Corrupting,Corrupted
Percussing,Percussed
Suberizing,Suberized
Sovietizing,Sovietized
Acceding,Acceded
Hallowing,Hallowed
Mudding,Mudded
Cataloguing,Catalogued
Bestriding,Bestrode
Fingering,Fingered
Mumming,Mummed
Approaching,Approached
Drowsing,Drowsed
Liaising,Liaised
Opsonizing,Opsonized
Weaning,Weaned
Contorting,Contorted
Bossing,Bossed
Tarrying,Tarried
Devouring,Devoured
Wearing,Wore
Incrossing,Incrossed
Improving,Improved
Circumvallating,Circumvallated
Freewheeling,Freewheeled
Faulting,Faulted
Reconnoitring,Reconnoitred
Jellying,Jellied
Disengaging,Disengaged
Tattling,Tattled
Expensing,Expensed
Stippling,Stippled
Confiding,Confided
Inactivating,Inactivated
Trusting,Trusted
Trussing,Trussed
Beefing,Beefed
Tyrannizing,Tyrannized
Unsphering,Unsphered
Beeping,Beeped
Brutifying,Brutified
Lofting,Lofted
Steamrollering,Steamrollered
Ambulating,Ambulated
Crafting,Crafted
Chasing,Chased
Catching,Caught
Proselytizing,Proselytized
Sallowing,Sallowed
Rattooning,Rattooned
Schlepping,Schlepped
Lessening,Lessened
Fallowing,Fallowed
Zindabading,Zindabaded
Subjugating,Subjugated
Preceding,Preceded
Pyramiding,Pyramided
Untucking,Untucked
Chyacking,Chyacked
Descanting,Descanted
Comminuting,Comminuted
Teasing,Teased
Rough-housing,Roughhoused
Surcharging,Surcharged
Suggesting,Suggested
Outfacing,Outfaced
Inventorying,Inventoried
Esquiring,Esquired
Rontgenizing,Rontgenized
Welshing,Welshed
Deflecting,Deflected
Cycling,Cycled
Dadoing,Dadoed
Specializing,Specialized
Ruralizing,Ruralized
Doffing,Doffed
Mothering,Mothered
Dissimulating,Dissimulated
Jooking,Jooked
Buggering,Buggered
Appeasing,Appeased
Goffering,Goffered
Bruising,Bruised
Exuberating,Exuberated
Ingeminating,Ingeminated
Modulating,Modulated
Enlightening,Enlightened
Fathoming,Fathomed
Scrupling,Scrupled
Evaginating,Evaginated
Misprinting,Misprinted
Overcapitalizing,Overcapitalized
Bandying,Bandied
Barrel-rolling,Barrel-rolled
Belabouring,Belaboured
Regelating,Regelated
Swingling,Swingled
Terrorizing,Terrorized
Upturning,Upturned
Dismounting,Dismounted
Pur_eeing,Pur_eed
Nazifying,Nazified
Reapportioning,Reapportioned
Judging,Judged
Befitting,Befitted
Pectizing,Pectized
Dittoing,Dittoed
Gifting,Gifted
Contradicting,Contradicted
Force-landing,Force-landed
Zooming,Zoomed
Platinizing,Platinized
Officering,Officered
Eyeleting,Eyeleted
Forerunning,Foreran
Anastomosing,Anastomosed
Hunting,Hunted
Envisioning,Envisioned
Stereotyping,Stereotyped
Excerpting,Excerpted
Sponging,Sponged
Accosting,Accosted
Scrabbling,Scrabbled
Displeasuring,Displeasured
Scaping,Scaped
Advertizing,Advertized
Manducating,Manducated
Tottering,Tottered
Coopering,Coopered
Clashing,Clashed
Establishing,Established
Aluminizing,Aluminized
Reinvesting,Reinvested
Icing,Iced
Backspacing,Backspaced
Allocating,Allocated
Convicting,Convicted
Faffing,Faffed
Cording,Corded
Coring,Cored
Damasking,Damasked
Brawling,Brawled
Corning,Corned
Bromating,Bromated
Enunciating,Enunciated
Corking,Corked
Discounting,Discounted
Stooging,Stooged
Shucking,Shucked
Garnisheeing,Garnisheed
Chaptering,Chaptered
Choking,Choked
Enshrouding,Enshrouded
Caulking,Caulked
Hyperbolizing,Hyperbolized
Insuring,Insured
Inveighing,Inveighed
Twitching,Twitched
Currying,Curried
Blabbering,Blabbered
Decimalizing,Decimalized
Bating,Bated
Disaffiliating,Disaffiliated
Pronating,Pronated
Puzzling,Puzzled
,Bathed
Accommodating,Accommodated
Emigrating,Emigrated
Relying,Relied
Deflagrating,Deflagrated
Disinteresting,Disinterested
Scampering,Scampered
Transforming,Transformed
Gigging,Gigged
Gying,Gied
Pamphleteering,Pamphleteered
Gibbing,Gibbed
Ginning,Ginned
Heading,Headed
Healing,Healed
Denying,Denied
Wirelessing,Wirelessed
Heating,Het
Hearing,Heard
Outfoxing,Outfoxed
Heaping,Heaped
Choreographing,Choreographed
Humiliating,Humiliated
Counselling,Counselled
Flavouring,Flavoured
Mustering,Mustered
Unpinning,Unpinned
Bargaining,Bargained
Incumbering,Incumbered
Adoring,Adored
Decorating,Decorated
Slinging,Slung
Ushering,Ushered
Biding,Bided
Latching,Latched
Adorning,Adorned
Trimming,Trimmed
Forearming,Forearmed
Trigging,Trigged
Decrypting,Decrypted
Deponing,Deponed
Effervescing,Effervesced
Checking,Checked
Approbating,Approbated
Salifying,Salified
Inspissating,Inspissated
Tipping,Tipped
Foozling,Foozled
Piffling,Piffled
Sulphurizing,Sulphurized
Overbidding,Overbid
Tinning,Tinned
Disarticulating,Disarticulated
Whetting,Whetted
Signposting,Signposted
Formalizing,Formalized
Tying,Tied
Implanting,Implanted
Picturing,Pictured
Reconsidering,Reconsidered
Congratulating,Congratulated
Liquidating,Liquidated
Beneficing,Beneficed
Discharging,Discharged
Ululating,Ululated
Yachting,Yachted
Withholding,Withheld
Fastening,Fastened
Coaching,Coached
Dispiriting,Dispirited
Robbing,Robbed
Focussing,Focussed
Obviating,Obviated
Snipping,Snipped
Coldwelding,Coldwelded
Rotting,Rotted
Empathizing,Empathized
Catenating,Catenated
Passaging,Passaged
Charging,Charged
Quashing,Quashed
Wimbling,Wimbled
Assoiling,Assoiled
Cooping,Cooped
Advantaging,Advantaged
Cantilevering,Cantilevered
Underpaying,Underpaid
Airlifting,Airlifted
Gravitating,Gravitated
Convoking,Convoked
Masturbating,Masturbated
Waylaying,Waylaid
Cooking,Cooked
Attitudinizing,Attitudinized
Cooling,Cooled
Doubleparking,Doubleparked
Levelling,Levelled
Enthusing,Enthused
Encroaching,Encroached
Levering,Levered
Waggoning,Waggoned
Intercommunicating,Intercommunicated
Trending,Trended
Poring,Pored
Obsoleting,Obsoleted
Weatherproofing,Weatherproofed
Uttering,Uttered
Baking,Baked
Porting,Ported
Substituting,Substituted
Hymning,Hymned
Distasting,Distasted
Spiring,Spired
Hypothecating,Hypothecated
Tarmacking,Tarmacked
Replying,Replied
Normanizing,Normanized
Corbelling,Corbelled
Watering,Watered
Fluking,Fluked
Chass_eing,Chass_ed
Witching,Witched
Tittletattling,Tittletattled
Blarneying,Blarneyed
Rubberizing,Rubberized
Sleepwalking,Sleepwalked
Boasting,Boasted
Rethinking,Rethought
Catnapping,Catnapped
Blotching,Blotched
Reincarnating,Reincarnated
Outriding,Outrode
Emerging,Emerged
Firecuring,Firecured
Humouring,Humoured
Hemagglutinating,Hemagglutinated
Tweaking,Tweaked
Sharking,Sharked
Palatalizing,Palatalized
Peering,Peered
Bituminizing,Bituminized
Thrumming,Thrummed
Touchdowning,Touchdowned
Prompting,Prompted
Posting,Posted
Sledgehammering,Sledgehammered
Concocting,Concocted
Scanning,Scanned
Ravaging,Ravaged
Unsheathing,Unsheathed
Preying,Preyed
Dowsing,Dowsed
Hogtying,Hogtied
Dismaying,Dismayed
Rioting,Rioted
Muffling,Muffled
Cashiering,Cashiered
Fuelling,Fuelled
Drowning,Drowned
Dismasting,Dismasted
Scagging,Scagged
Befuddling,Befuddled
Refluxing,Refluxed
Ferrying,Ferried
Pickling,Pickled
Streaking,Streaked
Overpassing,Overpassed
Elasticizing,Elasticized
Tittivating,Tittivated
Figuring,Figured
Scrimshawing,Scrimshawed
Outvying,Outvied
Stroking,Stroked
Surrounding,Surrounded
Provoking,Provoked
Filtrating,Filtrated
Decolonizing,Decolonized
Stenographing,Stenographed
Spudding,Spudded
Hookuping,Hookuped
Levying,Levied
Spuing,Spued
Clonking,Clonked
Scoffing,Scoffed
Flyspecking,Flyspecked
Repeating,Repeated
Repositioning,Repositioned
Jointing,Jointed
Amusing,Amused
Befooling,Befooled
Unfreezing,Unfroze
Refunding,Refunded
Trebling,Trebled
Sonneting,Sonneted
Defalcating,Defalcated
Stylizing,Stylized
Worshipping,Worshipped
Swanking,Swanked
Embosoming,Embosomed
Decontrolling,Decontrolled
Pervading,Pervaded
Loopholing,Loopholed
Trapaning,Trapaned
Cajoling,Cajoled
Subducting,Subducted
Deaminizing,Deaminized
Conquering,Conquered
Joshing,Joshed
Occulting,Occulted
Wagoning,Wagoned
Executing,Executed
Naming,Named
Stabilizing,Stabilized
Clutching,Clutched
Synchronizing,Synchronized
Annualizing,Annualized
Gaping,Gaped
Torching,Torched
Sprinkling,Sprinkled
Photosetting,Photoset
Superstructing,Superstructed
Tinplating,Tinplated
Counterchanging,Counterchanged
Concurring,Concurred
Envenoming,Envenomed
Profiting,Profited
Condoling,Condoled
Extrapolating,Extrapolated
Collating,Collated
Maneuvering,Maneuvered
Kalsomining,Kalsomined
Hulking,Hulked
Hobbling,Hobbled
Shilly-shallying,Shillyshallied
Reemphasizing,Reemphasized
Deluding,Deluded
Flaring,Flared
Imposing,Imposed
Motioning,Motioned
Turning,Turned
Placing,Placed
Brutalizing,Brutalized
Turfing,Turfed
Imposting,Imposted
Swinking,Swinked
Excommunicating,Excommunicated
Feigning,Feigned
Suspending,Suspended
Refloating,Refloated
Escarping,Escarped
Scolloping,Scolloped
Arraying,Arrayed
Intoning,Intoned
Engineering,Engineered
Unpeopling,Unpeopled
Districting,Districted
Carbonating,Carbonated
Planking,Planked
Assorting,Assorted
Persecuting,Persecuted
Crosschecking,Crosschecked
Unfrocking,Unfrocked
Holdening,Holdened
Neologizing,Neologized
Coping,Coped
Humming,Hummed
Indoctrinating,Indoctrinated
Waxing,Waxed
Grunting,Grunted
Specifying,Specified
Bewitching,Bewitched
Defrocking,Defrocked
Requiring,Required
Sering,Sered
Oozing,Oozed
Positing,Posited
Collimating,Collimated
Poetizing,Poetized
Depilating,Depilated
Rending,Rent
Frothing,Frothed
Liquidizing,Liquidized
Stoushing,Stoushed
Renting,Rented
Prying,Pried
Silhouetting,Silhouetted
Acclimatizing,Acclimatized
Fracturing,Fractured
Paraphrasing,Paraphrased
Blunting,Blunted
Surfing,Surfed
Urging,Urged
Biffing,Biffed
Embittering,Embittered
Fritting,Fritted
Remunerating,Remunerated
Rematching,Rematched
Frigging,Frigged
Fluoridizing,Fluoridized
Sauntering,Sauntered
Annulling,Annulled
Misfiring,Misfired
Adopting,Adopted
Calcifying,Calcified
Incardinating,Incardinated
Readjusting,Readjusted
Sloping,Sloped
Perching,Perched
Foraging,Foraged
Cheating,Cheated
Reinvigorating,Reinvigorated
Trogging,Trogged
Trespassing,Trespassed
Hacking,Hacked
Pustulating,Pustulated
Broaching,Broached
Mistering,Mistered
Trotting,Trotted
Transistorizing,Transistorized
Gulfing,Gulfed
Gulling,Gulled
Ventriloquizing,Ventriloquized
Shimmering,Shimmered
Gulping,Gulped
Woofing,Woofed
Wooding,Wooded
Partaking,Partook
Deigning,Deigned
Crimping,Crimped
Involuting,Involuted
Resetting,Reset
Lightening,Lightened
Jazzing,Jazzed
Festooning,Festooned
Tailoring,Tailored
Dyeing,Dyed
Hedging,Hedged
Closuring,Closured
Revealing,Revealed
Pinnacling,Pinnacled
Outperforming,Outperformed
Obliterating,Obliterated
Underplaying,Underplayed
Dawdling,Dawdled
Convolving,Convolved
Picnicking,Picnicked
Emoting,Emoted
Prowling,Prowled
Westernizing,Westernized
Siling,Siled
Scabbling,Scabbled
Detecting,Detected
Emplacing,Emplaced
Mortgaging,Mortgaged
Reviewing,Reviewed
Hissing,Hissed
Caucusing,Caucused
Replevying,Replevied
Overcharging,Overcharged
Combing,Combed
Coming,Came
Forfending,Forfended
Bemoaning,Bemoaned
Quieting,Quieted
Contracting,Contracted
Re-afforesting,Re-afforested
Berrying,Berried
Caballing,Caballed
Potting,Potted
Insisting,Insisted
Poling,Poled
Podding,Podded
Polling,Polled
Blowdrying,Blowdried
Syphering,Syphered
Shroffing,Shroffed
Anthologizing,Anthologized
Umpiring,Umpired
Disemboguing,Disembogued
Reimbursing,Reimbursed
Catholicizing,Catholicized
Borating,Borated
Padlocking,Padlocked
Silking,Silked
Ministering,Ministered
Dribbling,Dribbled
Piloting,Piloted
Casing,Cased
Shafting,Shafted
Hightailing,Hightailed
Amending,Amended
Mounting,Mounted
Cashing,Cashed
Casting,Cast
Roneoing,Roneoed
Embanking,Embanked
Shingling,Shingled
Mounding,Mounded
Vesting,Vested
Bemeaning,Bemeaned
Contriving,Contrived
Telephoning,Telephoned
Parsing,Parsed
Big-noting,Big-noted
Cluttering,Cluttered
Saponifying,Saponified
Reshaping,Reshaped
Bowling,Bowled
Furling,Furled
Suckering,Suckered
Spattering,Spattered
Weening,Weened
Applauding,Applauded
Nesting,Nested
Weeding,Weeded
Drivelling,Drivelled
Luting,Luted
Stallfeeding,Stallfed
Ragouting,Ragouted
Weeping,Wept
Minimizing,Minimized
Ranching,Ranched
Communalizing,Communalized
Co-editing,Co-edited
Inbreathing,Inbreathed
Illuming,Illumed
Modelling,Modelled
Retrojecting,Retrojected
Justifying,Justified
Clogging,Clogged
Kilting,Kilted
Clotting,Clotted
Lavishing,Lavished
Clopping,Clopped
Kilning,Kilned
Polishing,Polished
Velarizing,Velarized
Cloying,Cloyed
Rackrenting,Rackrented
Blowing,Blew
Blotting,Blotted
Cofounding,Cofounded
Hinting,Hinted
Excepting,Excepted
Enfilading,Enfiladed
Blobbing,Blobbed
Backbiting,Backbit
Disrupting,Disrupted
Impounding,Impounded
Devesting,Devested
Snoring,Snored
Shrinking,Shrunk
Snorting,Snorted
Deducting,Deducted
Subsidizing,Subsidized
Interlocking,Interlocked
Deducing,Deduced
Respecting,Respected
Slicing,Sliced
Overstaying,Overstayed
Renouncing,Renounced
Divvying,Divvied
Slicking,Slicked
Jiggling,Jiggled
Mooning,Mooned
Mooring,Moored
Mooting,Mooted
Stoping,Stoped
Substantializing,Substantialized
Herringboning,Herringboned
Inspecting,Inspected
Communicating,Communicated
Slaughtering,Slaughtered
Updating,Updated
Fantasizing,Fantasized
Immigrating,Immigrated
Prattling,Prattled
Concussing,Concussed
Treading,Trod
Chivying,Chivvied
Jeering,Jeered
Shrimping,Shrimped
Standing,Stood
Equalizing,Equalized
Dozing,Dozed
Broddling,Broddled
Accrediting,Accredited
Undervaluing,Undervalued
Garnering,Garnered
Forewarning,Forewarned
Determining,Determined
Syringing,Syringed
Abrogating,Abrogated
Weighting,Weighted
Backwatering,Backwatered
Scrying,Scried
Poncing,Ponced
Deterging,Deterged
Expatriating,Expatriated
Condoning,Condoned
Fishing,Fishesed
Carousing,Caroused
Gibing,Gibed
Jugging,Jugged
Winnowing,Winnowed
Rousting,Rousted
Regarding,Regarded
Betokening,Betokened
Notating,Notated
Jutting,Jutted
Promoting,Promoted
Emancipating,Emancipated
Scrouging,Scrouged
Demilitarizing,Demilitarized
Fabricating,Fabricated
Wholesaling,Wholesaled
Excruciating,Excruciated
Incising,Incised
Nigrifying,Nigrified
Grasping,Grasped
Grassing,Grassed
Politicking,Politicked
Tranquillizing,Tranquillized
Tasting,Tasted
Frightening,Frightened
Thrombosing,Thrombosed
Fossicking,Fossicked
Trundling,Trundled
Encompassing,Encompassed
Deraigning,Deraigned
Wantoning,Wantoned
Deserving,Deserved
Compelling,Compelled
Rubbering,Rubbered
Trashing,Trashed
Sullying,Sullied
Proliferating,Proliferated
Unbending,Unbent
Separating,Separated
Symbolling,Symbolled
Coving,Coved
Flocculating,Flocculated
Despoiling,Despoiled
Dishonouring,Dishonoured
Ferruling,Ferruled
Feudalizing,Feudalized
Spousing,Spoused
Verjuicing,Verjuiced
,Crossbred
Luxating,Luxated
Overblowing,Overblew
Investing,Invested
Curving,Curved
Lysing,Lysed
Wambling,Wambled
Philosophizing,Philosophized
Derricking,Derricked
Fizzling,Fizzled
Enswathing,Enswathed
Lallygagging,Lallygagged
Adlibbing,Adlibbed
Discing,Disced
Antagonizing,Antagonized
Dishing,Dished
Following,Followed
Glimpsing,Glimpsed
Depressurizing,Depressurized
Homaging,Homaged
Assuaging,Assuaged
Begirding,Begirt
Precasting,Precast
Defuzing,Defuzed
Backsliding,Backslidden
Faying,Fayed
Disjoining,Disjoined
Inducing,Induced
Fanning,Fanned
Ticketing,Ticketed
Gainsaying,Gainsaid
Steeving,Steeved
Inducting,Inducted
Lisping,Lisped
Listing,Listed
Gostering,Gostered
Intimidating,Intimidated
Programming,Programmed
Flicking,Flicked
Tedding,Tedded
Teeing,Teed
Ripening,Ripened
Rating,Rated
Designing,Designed
Canalizing,Canalized
Overachieving,Overachieved
Paralyzing,Paralyzed
Countermoving,Countermoved
Suing,Sued
Prepossessing,Prepossessed
Subbing,Subbed
Whaping,Whaped
Skiving,Skived
Sunning,Sunned
Summing,Summed
Whimpering,Whimpered
Crusting,Crusted
Briefing,Briefed
Overloading,Overloaded
Boodling,Boodled
Crushing,Crushed
Desegregating,Desegregated
Intersecting,Intersected
Supping,Supped
Entwintwining,Entwintwined
Poohpoohing,Poohpoohed
Experimentalizing,Experimentalized
Lacquering,Lacquered
Espaliering,Espaliered
Eventuating,Eventuated
Alchemizing,Alchemized
Transfiguring,Transfigured
Ventilating,Ventilated
Misinterpreting,Misinterpreted
Out-heroding,Out-heroded
Aphorizing,Aphorized
Qualifying,Qualified
Sophisticating,Sophisticated
Infringing,Infringed
Supplicating,Supplicated
Suckling,Suckled
Demitting,Demitted
Plonking,Plonked
Cooeying,Cooeyed
Proceeding,Proceeded
Disenabling,Disenabled
Fainting,Fainted
Wielding,Wielded
Somnambulating,Somnambulated
Irritating,Irritated
Inlaying,Inlaid
Garnishing,Garnished
Hurrahing,Hurrahed
Waxening,Waxened
Mercerizing,Mercerized
Flawing,Flawed
Flapping,Flapped
Miring,Mired
Unkenneling,Unkenneled
Fleying,Fleyed
Re-sorting,Resorted
Flagging,Flagged
Dialyzing,Dialyzed
Sticking,Stuck
Amputating,Amputated
Flamming,Flammed
Mellowing,Mellowed
Glading,Gladed
Domineering,Domineered
Berthing,Berthed
Squishing,Squished
Conspiring,Conspired
Coercing,Coerced
Arising,Arose
Cultivating,Cultivated
Alleging,Alleged
Courting,Courted
Irrigating,Irrigated
Goading,Goaded
Overbalancing,Overbalanced
Moulding,Moulded
Sandwiching,Sandwiched
Okaying,Okayed
Abdicating,Abdicated
Acerbating,Acerbated
Emulating,Emulated
Embalming,Embalmed
Preoccupying,Preoccupied
Acierating,Acierated
Disabling,Disabled
Adventuring,Adventured
Numbing,Numbed
Capitalizing,Capitalized
Castling,Castled
Pronominalizing,Pronominalized
Palpitating,Palpitated
Rationalizing,Rationalized
Postfixing,Postfixed
Gnosticizing,Gnosticized
Stashing,Stashed
Ricochetting,Ricochetted
Recrudescing,Recrudesced
Shoring,Shored
Shading,Shaded
Retaliating,Retaliated
Dissatisfying,Dissatisfied
Abseiling,Abseiled
Missioning,Missioned
Flaunting,Flaunted
Reconnecting,Reconnected
Flouncing,Flounced
Styling,Styled
Jollifying,Jollified
Resorbing,Resorbed
Praying,Prayed
Wildering,Wildered
Garrotting,Garrotted
Constitutionalizing,Constitutionalized
,
Altering,Altered
Returning,Returned
Belittling,Belittled
Accumulating,Accumulated
Slippering,Slippered
Refreshing,Refreshed
Modging,Modged
Malfunctioning,Malfunctioned
Shoaling,Shoaled
Formulating,Formulated
Repartitioning,Repartitioned
Recapitulating,Recapitulated
Expecting,Expected
Inflicting,Inflicted
Chundering,Chundered
Focalizing,Focalized
Rebounding,Rebounded
Disquieting,Disquieted
Hilting,Hilted
Lolling,Lolled
Chaffering,Chaffered
Hilling,Hilled
Breathalyzing,Breathalyzed
Silicifying,Silicified
Gutting,Gutted
Forgiving,Forgave
Powwowing,Powwowed
Disinfecting,Disinfected
Teaching,Taught
Interiorizing,Interiorized
Blistering,Blistered
Threading,Threaded
Stampeding,Stampeded
Misreporting,Misreported
Threeping,Threeped
Prejudicing,Prejudiced
Circuiting,Circuited
